,visitor_id,date_time,location,ins_factor,product_prices,tra_rec_index,ins_rec_index,order_price
122,8af3caab-6c57-4ebf-ba6b-f12a0d76a7bb,2020-12-03 06:51:45,New York,10,"[16, 27, 17, 13, 18, 25, 29, 15, 22, 14]",[],"[4, 6, 1, 3, 5, 10, 8, 2, 9, 7]",13
123,b376a128-9db6-42c7-bb85-10c9741d9716,2020-12-03 06:51:45,California,6,"[20, 29, 12, 26, 18, 23, 22, 17, 15, 13]","[4, 5, 9, 1]","[3, 10, 8, 2, 6, 7]",36
124,3ec6197a-b4a2-4815-a257-09055d97fb59,2020-12-03 06:51:45,Florida,4,"[26, 18, 27, 23, 28, 10, 16, 29, 22, 11]","[3, 2, 1, 10, 6, 8]","[4, 9, 7, 5]",49
125,4340e938-5514-4d9a-ae37-3f9e404d2681,2020-12-03 06:51:45,Georgia,7,"[18, 25, 23, 22, 21, 15, 20, 16, 17, 11]","[7, 9, 8]","[5, 3, 6, 2, 1, 10, 4]",92
126,6d0d6edc-8941-47a4-904e-8321550ea310,2020-12-03 06:51:45,Georgia,9,"[21, 27, 15, 16, 25, 20, 11, 18, 28, 13]",[3],"[10, 9, 6, 2, 8, 5, 7, 1, 4]",90
127,9a3071ed-bcac-4978-97e8-bd0b005628ce,2020-12-03 06:51:45,Florida,2,"[18, 17, 20, 14, 25, 28, 12, 24, 11, 15]","[10, 2, 6, 5, 9, 1, 8, 4]","[3, 7]",82
128,bc2d8d95-a2f5-49c7-ad30-c1aa602eb4ed,2020-12-03 06:51:45,Texas,7,"[18, 21, 15, 20, 16, 24, 13, 25, 29, 23]","[2, 4, 1]","[6, 7, 8, 3, 10, 5, 9]",16
129,ab22558a-e06d-4669-8a55-a2f5e2485d2b,2020-12-03 06:51:45,New York,10,"[18, 28, 22, 13, 12, 11, 19, 20, 24, 21]",[],"[6, 5, 10, 8, 3, 9, 4, 7, 2, 1]",2
130,342c9f21-c30f-42b2-b4dc-ec65b1d46dac,2020-12-03 06:51:45,Texas,6,"[16, 26, 13, 15, 21, 28, 17, 10, 23, 29]","[1, 3, 8, 10]","[9, 7, 6, 5, 2, 4]",62
131,bfe1b35e-bf20-41b7-98cb-e1ceb9fea85e,2020-12-03 06:51:45,Texas,10,"[16, 22, 19, 21, 28, 26, 13, 29, 15, 20]",[],"[3, 7, 9, 6, 5, 1, 10, 2, 8, 4]",54
132,dc3e72a5-b192-4a67-857d-87e2dee2e1c2,2020-12-03 06:51:45,Georgia,2,"[20, 21, 15, 27, 10, 13, 17, 18, 16, 24]","[5, 8, 7, 6, 1, 2, 9, 10]","[3, 4]",47
133,79d9f5af-868e-4295-a247-59c2e19c0f6c,2020-12-03 06:51:45,Georgia,6,"[22, 27, 28, 29, 12, 16, 20, 11, 21, 19]","[6, 4, 7, 9]","[10, 5, 3, 2, 8, 1]",31
134,8e3e9eba-b1a4-48ad-b116-832e32565b40,2020-12-03 06:51:45,California,4,"[26, 27, 22, 11, 24, 15, 17, 10, 18, 19]","[1, 7, 2, 5, 4, 6]","[3, 10, 8, 9]",35
135,bb7ed22e-9a73-461d-95a4-6ce519fe7c77,2020-12-03 06:51:45,New York,10,"[23, 22, 29, 18, 15, 20, 14, 21, 19, 25]",[],"[10, 4, 8, 3, 6, 1, 9, 2, 5, 7]",40
136,cdc8cb0b-3cf6-4e51-a19c-3a536604d1df,2020-12-03 06:51:45,New York,4,"[25, 16, 23, 19, 26, 14, 13, 21, 10, 12]","[9, 8, 5, 2, 3, 1]","[6, 7, 4, 10]",15
137,2c29945e-8c35-4375-ab80-3b843ee9eaa6,2020-12-03 06:51:45,Georgia,7,"[15, 29, 13, 23, 19, 14, 11, 24, 27, 26]","[7, 9, 2]","[5, 8, 4, 6, 1, 10, 3]",78
138,5bbbcab6-93e7-496a-915c-5dbc4a6f2da1,2020-12-03 06:51:45,Texas,8,"[17, 15, 24, 13, 11, 12, 23, 20, 19, 26]","[10, 2]","[8, 1, 6, 7, 9, 5, 3, 4]",67
139,8cf57350-4c0e-48d3-b054-7834597d8491,2020-12-03 06:51:45,Georgia,6,"[21, 16, 22, 26, 17, 25, 12, 20, 28, 11]","[4, 3, 1, 10]","[5, 6, 8, 2, 7, 9]",15
140,7e685669-e0a5-427d-8914-943a8fee8add,2020-12-03 06:51:45,Texas,6,"[26, 20, 19, 16, 23, 28, 17, 13, 27, 25]","[10, 4, 8, 6]","[5, 1, 3, 9, 2, 7]",68
141,3e89489f-8cab-45a5-9560-ca6acd388eec,2020-12-03 06:51:45,Texas,10,"[20, 21, 17, 22, 19, 25, 16, 26, 13, 15]",[],"[1, 8, 7, 9, 10, 2, 4, 3, 6, 5]",87
142,5ac638ac-31e2-4f55-8030-0803fc8ccfab,2020-12-03 06:51:45,Florida,3,"[29, 18, 12, 23, 20, 19, 10, 26, 27, 28]","[4, 3, 7, 10, 8, 5, 6]","[2, 9, 1]",29
143,638bc648-8838-4e5f-bc37-32a4daee0941,2020-12-03 06:51:45,Florida,4,"[11, 26, 23, 12, 15, 13, 21, 17, 22, 28]","[6, 7, 1, 3, 4, 5]","[10, 8, 9, 2]",83
144,3edaaafc-2c60-45b0-8c85-3ee8994fe218,2020-12-03 06:51:45,Florida,7,"[19, 18, 21, 14, 15, 23, 28, 29, 22, 16]","[8, 10, 5]","[7, 2, 9, 3, 6, 1, 4]",23
145,ed6c1cdc-caf3-4368-8eb4-419dc375bded,2020-12-03 06:51:45,California,6,"[23, 15, 28, 12, 25, 19, 24, 17, 22, 13]","[3, 6, 5, 4]","[2, 7, 9, 8, 1, 10]",38
146,fe08fa72-3d36-4bce-80aa-50d51a23be1c,2020-12-03 06:51:45,California,6,"[26, 25, 20, 18, 12, 22, 28, 16, 23, 13]","[7, 9, 1, 2]","[4, 6, 10, 8, 5, 3]",25
147,0d5fdab1-e43f-4d80-b0f1-ff92968fcec5,2020-12-03 06:51:45,Georgia,1,"[10, 22, 14, 16, 12, 24, 27, 11, 29, 25]","[3, 8, 4, 7, 9, 10, 5, 6, 1]",[2],70
148,56768326-6fb2-453e-83bc-72b2b49342b3,2020-12-03 06:51:45,Georgia,10,"[16, 27, 25, 22, 23, 20, 28, 11, 19, 26]",[],"[3, 4, 2, 5, 1, 6, 10, 7, 8, 9]",1
149,fdac3c57-740f-4948-8220-e30f34bf2246,2020-12-03 06:51:45,California,2,"[25, 10, 17, 12, 20, 27, 26, 24, 19, 18]","[4, 8, 6, 1, 9, 5, 3, 2]","[7, 10]",56
150,52117094-2ce0-4201-80fa-149eeadd7b54,2020-12-03 06:51:45,Georgia,9,"[22, 27, 13, 29, 12, 10, 18, 26, 16, 11]",[10],"[6, 8, 1, 7, 3, 9, 4, 2, 5]",29
151,f243693e-2a5e-4060-854a-581df0072e17,2020-12-03 06:51:45,California,6,"[17, 29, 16, 25, 26, 23, 11, 20, 10, 27]","[10, 7, 4, 2]","[9, 8, 3, 5, 1, 6]",91
152,3cd11a89-d68f-41a1-884c-faa0cd7b073b,2020-12-03 06:51:45,Georgia,3,"[22, 16, 29, 19, 24, 15, 23, 14, 25, 11]","[9, 6, 5, 3, 7, 8, 1]","[10, 2, 4]",31
153,ab4a74a9-7557-40a3-a8fb-34edc1ff128c,2020-12-03 06:51:45,Texas,9,"[24, 28, 19, 26, 15, 16, 12, 20, 13, 18]",[10],"[5, 3, 2, 4, 8, 9, 1, 6, 7]",23
154,0ee7199f-7e31-4a3a-9fed-1592c0d7d1c3,2020-12-03 06:51:45,Florida,6,"[21, 14, 28, 11, 29, 27, 20, 26, 25, 24]","[4, 2, 10, 8]","[6, 7, 1, 3, 5, 9]",49
155,3eb92af7-a4bb-4b59-b46c-4a7d0c85f086,2020-12-03 06:51:45,Georgia,2,"[15, 21, 14, 22, 24, 27, 29, 20, 17, 16]","[5, 6, 3, 8, 10, 7, 4, 9]","[1, 2]",33
156,1b892b8a-528e-4ce0-9d90-da220c52e8c7,2020-12-03 06:51:45,Georgia,4,"[19, 18, 23, 16, 20, 14, 26, 11, 27, 25]","[8, 4, 2, 5, 7, 10]","[3, 9, 1, 6]",20
157,856e29fc-8092-4e56-a1a7-989030965622,2020-12-03 06:51:45,Georgia,1,"[17, 18, 16, 25, 13, 14, 11, 22, 28, 10]","[8, 4, 1, 9, 7, 10, 3, 6, 5]",[2],87
158,f8caa0f6-d5f8-42da-8e25-7fe827a9156e,2020-12-03 06:51:45,Texas,6,"[29, 22, 19, 15, 28, 13, 17, 27, 21, 12]","[6, 4, 9, 7]","[1, 5, 3, 10, 2, 8]",98
159,940b0f61-9b1d-4e99-ab03-dce3a33cf684,2020-12-03 06:51:45,New York,5,"[29, 12, 20, 13, 25, 10, 24, 14, 21, 16]","[8, 10, 7, 3, 2]","[6, 1, 4, 5, 9]",40
160,17222250-a444-4788-9fe9-92b05482650e,2020-12-03 06:51:45,New York,6,"[17, 28, 19, 12, 23, 26, 27, 29, 20, 15]","[6, 10, 8, 7]","[4, 1, 5, 9, 3, 2]",11
161,08c7a6e0-f9bc-4ea8-a845-adc5e4498104,2020-12-03 06:51:45,California,6,"[19, 27, 18, 11, 16, 28, 25, 13, 14, 22]","[7, 6, 8, 10]","[3, 2, 9, 1, 4, 5]",37
162,435b6e7a-33f6-4137-90d1-a729f790a2b6,2020-12-03 06:51:45,Georgia,9,"[20, 27, 15, 12, 21, 13, 14, 22, 16, 18]",[7],"[4, 3, 2, 8, 10, 5, 1, 6, 9]",26
163,69454b8b-617e-4962-86f8-8a95e397dd51,2020-12-03 06:51:45,Georgia,7,"[23, 13, 10, 19, 11, 26, 20, 12, 24, 21]","[4, 6, 2]","[8, 3, 7, 10, 9, 5, 1]",81
164,f883596a-4b7c-40ce-a7d8-fbc62912866e,2020-12-03 06:51:45,New York,6,"[25, 19, 21, 16, 27, 23, 22, 28, 17, 11]","[3, 7, 2, 5]","[8, 1, 4, 10, 9, 6]",52
165,4d267215-b3e8-4a4c-9a3a-f1f96688841c,2020-12-03 06:51:45,Florida,2,"[24, 10, 14, 12, 27, 16, 22, 17, 28, 13]","[5, 6, 8, 3, 9, 7, 1, 4]","[10, 2]",95
166,47efc43a-7e22-4878-a476-71a05a123ea8,2020-12-03 06:51:45,New York,6,"[15, 25, 23, 10, 20, 17, 12, 18, 27, 14]","[8, 2, 3, 6]","[4, 7, 1, 10, 9, 5]",18
167,9dc5366c-4c82-4a56-9a85-ea29744c375d,2020-12-03 06:51:45,Texas,10,"[12, 27, 13, 29, 15, 18, 25, 20, 23, 19]",[],"[2, 8, 7, 5, 9, 4, 1, 6, 3, 10]",27
168,40903e41-085e-431b-a031-27a2a27a002f,2020-12-03 06:51:45,California,7,"[16, 27, 20, 10, 17, 26, 22, 18, 24, 29]","[8, 10, 1]","[5, 9, 2, 3, 6, 7, 4]",79
169,5a7b5a44-16ba-4410-ba2f-7b39d1a6ea54,2020-12-03 06:51:45,Florida,1,"[29, 13, 22, 11, 19, 27, 25, 26, 10, 23]","[7, 3, 1, 5, 9, 4, 8, 10, 6]",[2],87
170,417c4d27-46d3-48a4-910a-67b87cd1ea61,2020-12-03 06:51:45,Texas,10,"[26, 25, 19, 10, 18, 20, 23, 15, 16, 28]",[],"[3, 6, 2, 10, 7, 1, 9, 4, 5, 8]",74
171,dc6c87c5-42d0-45a7-8a6f-39911895e10a,2020-12-03 06:51:45,California,2,"[16, 29, 20, 15, 24, 27, 23, 11, 22, 14]","[4, 5, 8, 10, 2, 9, 7, 1]","[3, 6]",3
172,7122dd8a-c377-4b1a-b9fc-4d649480b2eb,2020-12-03 06:51:45,California,9,"[12, 10, 15, 13, 27, 29, 24, 25, 23, 16]",[7],"[6, 4, 8, 1, 2, 9, 5, 10, 3]",70
173,9f4aa078-cc2f-4d72-ac82-6e9b81bf3ce3,2020-12-03 06:51:45,Texas,1,"[23, 21, 29, 11, 17, 22, 20, 25, 27, 19]","[4, 1, 5, 8, 9, 10, 2, 3, 7]",[6],71
174,a0bdd46a-68f7-4e7e-abd1-8ea9f33c0efa,2020-12-03 06:51:45,Texas,4,"[10, 28, 12, 17, 25, 11, 15, 22, 23, 27]","[9, 6, 4, 3, 5, 2]","[8, 10, 1, 7]",91
175,3d1bfd7d-8a6b-435b-89a6-687b3b2156af,2020-12-03 06:51:45,California,2,"[10, 17, 15, 16, 19, 18, 11, 12, 13, 22]","[4, 3, 5, 9, 10, 6, 1, 7]","[2, 8]",99
176,b5097816-c1fb-4bfe-8ddc-6d725e6c4861,2020-12-03 06:51:45,Florida,5,"[13, 29, 25, 28, 20, 17, 21, 11, 16, 19]","[5, 4, 2, 10, 3]","[6, 9, 1, 8, 7]",55
177,38b6bf9a-1f4d-40c4-ad56-7ffd12f06008,2020-12-03 06:51:45,California,8,"[20, 17, 23, 13, 24, 19, 15, 25, 16, 12]","[5, 8]","[9, 6, 3, 4, 7, 2, 1, 10]",34
178,6267695b-4935-4e1f-ba6b-dfe77ad08c67,2020-12-03 06:51:45,Georgia,9,"[25, 18, 10, 11, 23, 28, 14, 20, 29, 24]",[5],"[9, 7, 8, 10, 3, 1, 6, 2, 4]",21
179,92ad1d3f-7dde-4165-a442-40efbc8d97a1,2020-12-03 06:51:45,California,2,"[13, 12, 10, 25, 23, 18, 17, 11, 19, 29]","[1, 9, 6, 10, 2, 5, 8, 7]","[4, 3]",49
180,55b73f92-5a74-4237-8279-29eeffe8713b,2020-12-03 06:51:45,Georgia,6,"[23, 18, 10, 21, 15, 25, 11, 24, 19, 22]","[5, 7, 2, 4]","[10, 9, 6, 8, 1, 3]",41
181,aa82b581-a160-4b72-bbb5-0c135e333def,2020-12-03 06:51:45,Florida,9,"[21, 27, 14, 12, 23, 15, 22, 13, 25, 16]",[3],"[6, 8, 10, 2, 9, 5, 1, 4, 7]",30
182,d7473b36-8da6-4a9e-8866-674dd4c60477,2020-12-03 06:51:45,Florida,2,"[26, 14, 24, 10, 16, 13, 19, 23, 11, 20]","[7, 10, 4, 1, 9, 6, 2, 5]","[8, 3]",18
183,babc01b4-ff72-4f99-b0b9-d64256ac1f79,2020-12-03 06:51:45,Georgia,9,"[13, 15, 26, 22, 10, 14, 12, 23, 19, 24]",[10],"[1, 7, 8, 4, 3, 2, 6, 9, 5]",91
184,2a53af0e-51ca-4caf-9ed9-e395f7f2839c,2020-12-03 06:51:45,Georgia,3,"[20, 28, 22, 26, 12, 23, 10, 17, 25, 13]","[8, 3, 1, 6, 9, 7, 2]","[5, 10, 4]",93
185,6f20daed-25ac-4c8d-a3e1-ea025464183a,2020-12-03 06:51:45,New York,8,"[18, 26, 29, 20, 13, 16, 19, 12, 28, 25]","[1, 2]","[9, 4, 6, 7, 10, 5, 3, 8]",75
186,1da44fcc-9ba5-42a8-9a28-375371d30a3b,2020-12-03 06:51:45,Texas,10,"[10, 24, 12, 16, 22, 14, 28, 21, 23, 20]",[],"[2, 7, 10, 4, 9, 3, 6, 5, 1, 8]",87
187,0762f0b6-ce00-4d6c-a1b8-3f097462b073,2020-12-03 06:51:45,New York,7,"[15, 17, 29, 25, 28, 27, 21, 23, 11, 24]","[4, 6, 10]","[8, 7, 1, 3, 2, 9, 5]",89
188,346fe2a6-6f9e-4bb4-95e5-26f584229120,2020-12-03 06:51:45,Texas,4,"[12, 13, 20, 15, 29, 21, 24, 27, 26, 23]","[7, 8, 1, 6, 4, 10]","[3, 5, 9, 2]",87
189,4e2c4548-1776-4144-8fa2-9da5b5678a3e,2020-12-03 06:51:45,California,10,"[21, 17, 10, 26, 14, 22, 13, 15, 25, 27]",[],"[7, 6, 9, 4, 1, 5, 8, 10, 3, 2]",95
190,9e82c04d-8843-4280-b763-17d2eefad3e3,2020-12-03 06:51:45,Florida,3,"[14, 26, 15, 17, 25, 28, 23, 11, 21, 10]","[1, 8, 10, 9, 4, 3, 2]","[5, 6, 7]",99
191,ab485cc0-b5ea-4f0f-80df-b3d5316a936c,2020-12-03 06:51:45,Florida,5,"[18, 14, 17, 11, 13, 28, 27, 23, 10, 19]","[6, 3, 9, 2, 10]","[7, 8, 4, 5, 1]",32
192,9c996415-b739-431c-b709-ab73eb4230e0,2020-12-03 06:51:45,New York,8,"[19, 16, 18, 12, 10, 11, 28, 27, 13, 23]","[1, 3]","[10, 2, 8, 5, 6, 9, 4, 7]",31
193,51547049-d528-452d-8d8e-861225c6964d,2020-12-03 06:51:45,Florida,6,"[28, 23, 19, 20, 10, 22, 12, 26, 17, 16]","[7, 4, 10, 1]","[6, 2, 3, 5, 8, 9]",28
194,650f4089-5490-4df1-86ba-26def5d78510,2020-12-03 06:51:45,Texas,4,"[17, 10, 13, 21, 18, 11, 20, 22, 29, 19]","[4, 8, 1, 7, 10, 6]","[2, 3, 5, 9]",39
195,c74b89ed-c046-46bd-86d0-5538279545d3,2020-12-03 06:51:45,Georgia,9,"[15, 13, 16, 18, 10, 25, 23, 14, 28, 29]",[9],"[1, 3, 2, 10, 7, 4, 6, 8, 5]",18
196,b7afa3f1-675d-4fc2-8a21-085760877ff8,2020-12-03 06:51:45,Florida,5,"[22, 15, 25, 19, 24, 20, 29, 17, 13, 11]","[10, 7, 4, 9, 5]","[3, 2, 6, 8, 1]",21
197,2ccf2183-db2c-4e3a-a6cc-da04d35f28ae,2020-12-03 06:51:45,Georgia,6,"[22, 10, 29, 16, 20, 24, 14, 21, 15, 17]","[4, 5, 9, 3]","[8, 6, 10, 1, 7, 2]",84
198,d7d3a5aa-6271-4c42-974e-5e7fd12beab0,2020-12-03 06:51:45,California,6,"[20, 16, 11, 22, 17, 19, 10, 24, 29, 18]","[10, 5, 6, 2]","[9, 1, 4, 8, 3, 7]",21
199,ae08fe60-3185-4cbf-bd39-d25b6d71edd8,2020-12-03 06:51:45,California,3,"[10, 11, 26, 15, 22, 23, 12, 21, 18, 28]","[7, 9, 10, 1, 4, 2, 8]","[6, 5, 3]",97
200,dfe73ab6-b2b3-46ac-b1e6-b30afda3a2c7,2020-12-03 06:51:45,New York,10,"[28, 20, 12, 27, 14, 11, 16, 24, 17, 18]",[],"[2, 10, 5, 9, 1, 3, 7, 4, 6, 8]",79
201,8cfcc58b-ab92-4410-aa26-4c377dadf6f8,2020-12-03 06:51:45,Florida,3,"[18, 27, 23, 12, 21, 13, 19, 11, 14, 16]","[1, 5, 8, 7, 10, 3, 9]","[4, 2, 6]",57
202,1cda8b3b-5fa1-43ff-a909-25c884bed81b,2020-12-03 06:51:45,Texas,3,"[14, 26, 18, 23, 21, 15, 17, 27, 11, 28]","[8, 3, 9, 2, 7, 1, 5]","[10, 4, 6]",87
203,badef93b-b46f-42f6-8498-170554fa4d4e,2020-12-03 06:51:45,Florida,10,"[19, 27, 26, 29, 15, 25, 13, 16, 24, 21]",[],"[4, 8, 7, 1, 6, 3, 2, 9, 10, 5]",29
204,8dbc5082-d8b0-4824-8e5c-816f73555d46,2020-12-03 06:51:45,Florida,2,"[20, 21, 25, 16, 27, 17, 29, 19, 10, 28]","[9, 5, 6, 4, 3, 8, 2, 1]","[10, 7]",68
205,13c9d41c-f56d-423d-b457-3036395810cd,2020-12-03 06:51:45,Georgia,2,"[20, 12, 18, 24, 22, 28, 10, 29, 14, 16]","[6, 1, 9, 3, 5, 8, 10, 2]","[7, 4]",19
206,1484dfe5-6be1-4af5-bda8-08c057bca04a,2020-12-03 06:51:45,New York,6,"[15, 20, 21, 13, 24, 14, 29, 12, 25, 10]","[9, 8, 3, 10]","[1, 5, 6, 7, 2, 4]",97
207,6bc8e458-47b0-4653-852e-b639155ec685,2020-12-03 06:51:45,California,5,"[20, 14, 21, 25, 16, 23, 18, 19, 13, 27]","[5, 7, 8, 2, 6]","[10, 1, 3, 4, 9]",2
208,90010b9f-416a-4359-b0c3-5f0faefddf9c,2020-12-03 06:51:45,New York,1,"[27, 14, 15, 25, 16, 17, 24, 11, 13, 23]","[7, 1, 3, 10, 6, 8, 4, 9, 2]",[5],80
209,5a950eba-e5c7-432e-aa22-c2900920aa71,2020-12-03 06:51:45,New York,1,"[15, 12, 16, 10, 23, 11, 20, 29, 14, 24]","[8, 7, 6, 2, 1, 5, 10, 3, 9]",[4],16
210,ad868ecd-79da-494e-8cf1-89342f48b638,2020-12-03 06:51:45,California,4,"[18, 20, 19, 26, 25, 17, 23, 13, 28, 27]","[3, 10, 6, 9, 5, 1]","[2, 4, 8, 7]",50
211,151a26bc-2412-40af-a776-f1c13263422e,2020-12-03 06:51:45,California,6,"[17, 24, 13, 14, 19, 27, 12, 15, 25, 20]","[6, 5, 2, 10]","[1, 3, 9, 8, 4, 7]",88
212,ceac2693-725a-4a30-8c8f-adbee2ed668a,2020-12-03 06:51:45,Florida,2,"[14, 23, 19, 10, 22, 18, 26, 15, 21, 13]","[10, 4, 6, 5, 1, 2, 7, 9]","[3, 8]",14
213,385848d0-98d7-4b93-b062-dbe4ebbef441,2020-12-03 06:51:45,New York,7,"[16, 21, 13, 28, 29, 24, 27, 12, 11, 17]","[5, 2, 8]","[1, 7, 3, 6, 4, 9, 10]",41
214,0f5d6dfc-031d-456a-aa56-370ccb788c79,2020-12-03 06:51:45,Florida,7,"[22, 11, 29, 15, 12, 23, 21, 17, 27, 28]","[8, 6, 3]","[7, 10, 5, 4, 2, 1, 9]",32
215,55763b67-6018-46b9-b953-7ecef26c75bb,2020-12-03 06:51:45,Georgia,4,"[24, 22, 29, 19, 13, 14, 16, 28, 11, 12]","[5, 8, 6, 1, 3, 4]","[7, 2, 10, 9]",54
216,238db32b-538b-49f1-b23c-3b59f7e1e240,2020-12-03 06:51:45,California,8,"[16, 17, 13, 15, 12, 11, 10, 20, 27, 14]","[3, 2]","[9, 1, 4, 7, 8, 10, 5, 6]",87
217,a3d08cd9-c138-4913-9bde-f2954b8b1088,2020-12-03 06:51:45,California,7,"[16, 15, 27, 26, 24, 22, 28, 29, 12, 23]","[1, 5, 8]","[7, 3, 10, 9, 4, 2, 6]",15
218,43dd6e0d-13fd-41f6-8e3b-02123b41e13a,2020-12-03 06:51:45,Florida,10,"[15, 13, 12, 18, 23, 24, 25, 17, 10, 21]",[],"[4, 3, 10, 8, 9, 2, 6, 1, 5, 7]",43
219,757afebf-079c-4f62-89ef-d82319dde388,2020-12-03 06:51:45,New York,4,"[18, 25, 15, 13, 23, 22, 14, 16, 20, 24]","[5, 2, 6, 8, 4, 9]","[10, 7, 1, 3]",71
220,3b4d2ff5-a00c-4fab-9582-89f983688ae5,2020-12-03 06:51:45,California,4,"[24, 18, 13, 25, 22, 20, 26, 21, 11, 19]","[1, 5, 9, 4, 8, 3]","[7, 2, 6, 10]",60
221,de85fbd3-2967-4ee6-acdf-1746270136c7,2020-12-03 06:51:45,New York,2,"[13, 17, 27, 19, 29, 23, 16, 24, 18, 25]","[7, 1, 3, 4, 10, 2, 8, 5]","[9, 6]",29
222,02380a52-aeba-464f-aef9-4f7518fe6114,2020-12-03 06:51:45,California,2,"[26, 28, 21, 23, 16, 10, 29, 18, 24, 15]","[8, 1, 5, 9, 2, 4, 7, 10]","[3, 6]",70
223,b1713622-353c-4a18-86bb-d3262daa3dc1,2020-12-03 06:51:45,Texas,1,"[28, 19, 10, 22, 11, 29, 20, 12, 13, 16]","[5, 10, 2, 1, 8, 3, 6, 4, 7]",[9],45
224,f94afdba-9378-4328-9d4e-8c63bce7e5c0,2020-12-03 06:51:45,New York,7,"[25, 14, 22, 29, 13, 26, 21, 11, 15, 28]","[2, 9, 1]","[7, 8, 4, 10, 3, 5, 6]",90
225,de0fd81f-666b-493e-99c8-a4aa87b9311d,2020-12-03 06:51:45,Florida,3,"[15, 24, 19, 25, 21, 17, 22, 20, 26, 27]","[6, 8, 5, 4, 7, 9, 10]","[3, 2, 1]",57
226,b301b2a9-70f2-4802-a746-d57ae6e4939a,2020-12-03 06:51:45,Georgia,6,"[25, 12, 24, 27, 21, 28, 13, 18, 10, 20]","[3, 4, 10, 2]","[5, 9, 6, 8, 1, 7]",97
227,37a3cef4-f8fc-4337-bafb-c11f0b16a324,2020-12-03 06:51:45,Texas,7,"[18, 22, 28, 23, 24, 10, 12, 21, 25, 17]","[2, 9, 6]","[5, 4, 7, 1, 3, 8, 10]",1
228,49c52041-01c2-4e69-a9bb-11094598435b,2020-12-03 06:51:45,Georgia,5,"[26, 14, 19, 23, 28, 15, 12, 21, 20, 18]","[6, 2, 7, 5, 4]","[8, 1, 3, 10, 9]",27
229,98644401-bd9f-49b6-bcb6-f73d0fcd48a4,2020-12-03 06:51:45,California,7,"[20, 15, 23, 16, 14, 27, 26, 21, 28, 12]","[4, 10, 6]","[5, 8, 1, 9, 3, 2, 7]",10
230,27df6ce0-f26f-46f1-a991-f77e3c8baa36,2020-12-03 06:51:45,Texas,7,"[20, 17, 13, 25, 12, 22, 10, 21, 28, 24]","[3, 4, 6]","[10, 1, 7, 5, 8, 2, 9]",65
231,438cdb44-f90a-48ed-973d-d3c53e9c8a0a,2020-12-03 06:51:45,California,3,"[23, 18, 10, 25, 14, 13, 22, 12, 28, 15]","[4, 2, 8, 6, 5, 10, 1]","[9, 7, 3]",13
232,a8a5cd53-b18a-4cd1-b88d-38474ac3d37f,2020-12-03 06:51:45,California,7,"[18, 22, 16, 24, 11, 13, 19, 26, 25, 20]","[2, 4, 10]","[5, 6, 8, 7, 9, 1, 3]",48
233,c5259bc3-849b-4e2b-832f-f598a00da7cb,2020-12-03 06:51:45,New York,7,"[13, 12, 11, 15, 19, 22, 24, 21, 10, 26]","[2, 10, 1]","[5, 7, 3, 8, 9, 4, 6]",36
234,3979e620-5ed3-4307-88fb-89810595df2a,2020-12-03 06:51:45,California,8,"[27, 22, 12, 23, 20, 24, 25, 26, 18, 10]","[4, 7]","[6, 9, 10, 5, 1, 3, 2, 8]",64
235,a5589a7f-6f91-4664-9141-33853dcd4025,2020-12-03 06:51:45,New York,9,"[21, 26, 28, 14, 25, 11, 17, 29, 22, 18]",[1],"[5, 2, 6, 3, 9, 7, 4, 8, 10]",71
236,9b8ba481-e908-4aab-a38e-9c3935268482,2020-12-03 06:51:45,New York,2,"[17, 18, 26, 19, 16, 11, 13, 22, 10, 20]","[2, 3, 5, 10, 4, 6, 9, 1]","[7, 8]",39
237,b4635014-2328-4774-93a3-e0cca28bc08a,2020-12-03 06:51:45,Florida,5,"[21, 27, 23, 18, 28, 11, 26, 22, 24, 16]","[8, 7, 3, 9, 6]","[10, 2, 1, 5, 4]",93
238,78f8ef41-02fd-433f-8a05-cdc95e596b66,2020-12-03 06:51:45,Texas,3,"[18, 22, 20, 10, 29, 14, 23, 19, 11, 16]","[4, 8, 3, 5, 6, 7, 2]","[9, 1, 10]",80
239,b2c309f2-f749-460c-9038-4f15a73426cd,2020-12-03 06:51:45,Georgia,8,"[10, 15, 21, 28, 22, 12, 13, 19, 23, 26]","[7, 4]","[6, 8, 2, 1, 10, 5, 9, 3]",17
240,2699504e-36e7-4b8d-9442-84b5ce1bbf4d,2020-12-03 06:51:45,California,9,"[22, 18, 16, 28, 29, 20, 15, 25, 14, 17]",[9],"[1, 4, 3, 5, 10, 7, 2, 6, 8]",31
241,146776a3-e048-47ac-bfcc-3e6d2885d1d2,2020-12-03 06:51:45,Florida,8,"[13, 17, 10, 18, 28, 12, 14, 11, 23, 21]","[6, 4]","[7, 5, 8, 10, 9, 1, 3, 2]",95
242,5bc74bf6-f6f8-444d-beee-ab5ac291b15c,2020-12-03 06:51:45,Texas,1,"[24, 28, 19, 10, 12, 21, 23, 25, 17, 20]","[5, 7, 3, 9, 8, 6, 4, 2, 10]",[1],98
243,6ba0cabc-224c-4223-af33-d1cbf77a274f,2020-12-03 06:51:45,Texas,6,"[18, 13, 24, 21, 20, 12, 23, 11, 29, 26]","[5, 1, 4, 9]","[7, 8, 3, 2, 10, 6]",6
